,Time (s),Filtered EMG Response
0,0.0,-35540.76171593417
1,0.016666666666666666,-37793.43093571109
2,0.03333333333333333,-40046.10015548801
3,0.05,-42298.769375264936
4,0.06666666666666667,-44551.43859504186
5,0.08333333333333333,-40109.38598854681
6,0.1,18596.169401090745
7,0.11666666666666667,10874.418046912839
8,0.13333333333333333,16804.08654820941
9,0.15,11455.9640892239
10,0.16666666666666666,-11.185401713030956
11,0.18333333333333332,-10099.82968019864
12,0.2,-14449.742591901426
13,0.21666666666666667,-12637.414785105275
14,0.23333333333333334,-7186.466338387893
15,0.25,-2370.834722624836
16,0.26666666666666666,102.09953179904358
17,0.2833333333333333,2452.3614067613007
18,0.3,4143.974334928421
19,0.31666666666666665,4671.020594983691
20,0.3333333333333333,4754.466101304117
21,0.35,3309.2587977577186
22,0.36666666666666664,619.0038504183392
23,0.3833333333333333,-1823.6194775794752
24,0.4,-3470.9011502739877
25,0.4166666666666667,-3413.755668444952
26,0.43333333333333335,-2142.5408446308043
27,0.45,-1094.1674848858233
28,0.4666666666666667,-237.88673502285474
29,0.48333333333333334,49.94825438189349
30,0.5,409.9133032185328
31,0.5166666666666666,844.470511670753
32,0.5333333333333333,1235.8960027376784
33,0.55,894.4049146162654
34,0.5666666666666667,302.5251173252987
35,0.5833333333333334,-240.90757808424138
36,0.6,-681.8330151358958
37,0.6166666666666667,-556.6939905057541
38,0.6333333333333333,-340.30035455976014
39,0.65,-122.25447817841452
40,0.6666666666666666,-47.15060881736704
41,0.6833333333333333,-158.1136799527445
42,0.7,-213.1711484238108
43,0.7166666666666667,-12.648186650109748
44,0.7333333333333333,186.67832248947346
45,0.75,113.88090405687197
46,0.7666666666666666,97.38192882852034
47,0.7833333333333333,59.70835788121009
48,0.8,-4.9468203008702645
49,0.8166666666666667,7.810302262896171
50,0.8333333333333334,-30.785819185226515
51,0.85,-59.16471956809633
52,0.8666666666666667,-53.92983345419351
53,0.8833333333333333,-52.78298410195122
54,0.9,-113.87487362173475
55,0.9166666666666666,-94.0707863244973
56,0.9333333333333333,-50.63297282037799
57,0.95,100.79742134965541
58,0.9666666666666667,215.16783822137228
59,0.9833333333333333,39.3754631261817
60,1.0,-177.72292355655415
61,1.0166666666666666,-151.5274496989988
62,1.0333333333333332,-36.735811992543404
63,1.05,115.5375170257839
64,1.0666666666666667,157.95871948696572
65,1.0833333333333333,-11.974030360035371
66,1.1,-156.6213472336371
67,1.1166666666666667,-42.46124484432824
68,1.1333333333333333,44.1854114955609
69,1.15,36.70567841475945
70,1.1666666666666667,-0.05055600408538896
71,1.1833333333333333,-43.40837690005864
72,1.2,-37.471412085998715
73,1.2166666666666666,23.87272256735642
74,1.2333333333333334,34.876082176322875
75,1.25,49.230530245584625
76,1.2666666666666666,63.34749854933498
77,1.2833333333333332,-21.666983961337948
78,1.3,-105.73193571587551
79,1.3166666666666667,-35.80901107394079
80,1.3333333333333333,3.945289722519453
81,1.35,-13.685673305451775
82,1.3666666666666667,-7.976676158206193
83,1.3833333333333333,7.202010949232716
84,1.4,54.39830333992563
85,1.4166666666666667,102.22257059003265
86,1.4333333333333333,33.28619275067774
87,1.45,-34.04298961564005
88,1.4666666666666666,-5.8069951265962425
89,1.4833333333333334,-46.57737548180795
90,1.5,-67.59168932153386
91,1.5166666666666666,-37.34463916412229
92,1.5333333333333332,-62.17667587783113
93,1.55,-69.71982403078462
94,1.5666666666666667,14.998217642284786
95,1.5833333333333333,77.1107921719156
96,1.6,62.86817402778324
97,1.6166666666666667,62.87137198853437
98,1.6333333333333333,41.234454939788385
99,1.65,2.1959320264745372
100,1.6666666666666667,22.596123236907143
101,1.6833333333333333,-2.2663653974627085
102,1.7,-67.02778296054645
103,1.7166666666666666,-70.94406979371357
104,1.7333333333333334,-82.62406462769783
105,1.75,-51.10817362530625
106,1.7666666666666666,20.57884481975157
107,1.7833333333333332,38.49436242319452
108,1.8,86.01894080850151
109,1.8166666666666667,129.9486892716676
110,1.8333333333333333,-5.499423624592126
111,1.8499999999999999,-192.59246209057616
112,1.8666666666666667,-116.84691693876918
113,1.8833333333333333,35.80591813560569
114,1.9,155.42831451761737
115,1.9166666666666667,107.04164318609503
116,1.9333333333333333,-38.18303054700265
117,1.95,-65.63916178423945
118,1.9666666666666666,57.380832781108786
119,1.9833333333333334,51.24413662757086
120,2.0,-161.26526614161247
121,2.0166666666666666,-174.14343933776973
122,2.033333333333333,7.3206076920709116
123,2.05,146.00342934175706
124,2.0666666666666664,138.54596028010286
125,2.0833333333333335,8.363807219144704
126,2.1,-30.270920896512624
127,2.1166666666666667,4.154039182898896
128,2.1333333333333333,-53.877984581002195
129,2.15,-159.60805302053262
130,2.1666666666666665,-169.8268727442847
131,2.183333333333333,-69.3120944784213
132,2.2,157.66752187029454
133,2.216666666666667,231.07817467740549
134,2.2333333333333334,62.93720652553128
135,2.25,-82.24170671453531
136,2.2666666666666666,9.851934780884452
137,2.283333333333333,76.77704957700367
138,2.3,10.948002542062795
139,2.3166666666666664,-101.83446219710802
140,2.3333333333333335,-179.5905610618397
141,2.35,-62.66071828917242
142,2.3666666666666667,118.10837439995726
143,2.3833333333333333,99.11801114084034
144,2.4,-74.6682123217355
145,2.4166666666666665,-83.41227236296737
146,2.433333333333333,68.66110613144978
147,2.45,123.64564932374462
148,2.466666666666667,15.03958879698245
149,2.4833333333333334,-129.72557643737284
150,2.5,-107.56382115737235
151,2.5166666666666666,44.930606522039
152,2.533333333333333,96.95115174664622
153,2.55,22.90762358460043
154,2.5666666666666664,-1.3723215048962438
