0.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333287e-02,-1.631270358309815181e-04
6.666666666666666574e-02,-1.109446254074617671e-04
1.000000000000000056e-01,-8.944625407181971890e-05
1.333333333333333315e-01,-6.840390879480717865e-04
1.666666666666666574e-01,-5.480781758954860220e-04
2.000000000000000111e-01,-3.717915309446838401e-04
2.333333333333333370e-01,-2.338762214986401979e-04
2.666666666666666630e-01,-5.149185667750856912e-04
2.999999999999999889e-01,-2.696416938110002314e-04
3.333333333333333148e-01,-2.888599348536409310e-04
3.666666666666666408e-01,-2.191530944622103593e-04
4.000000000000000222e-01,-3.583061889200543453e-05
4.333333333333333481e-01,1.276612377850196763e-03
4.666666666666666741e-01,1.683127035830866243e-03
5.000000000000000000e-01,2.277850162866409262e-03
5.333333333333333259e-01,3.511400651466115453e-03
5.666666666666666519e-01,4.066775244299439089e-03
5.999999999999999778e-01,4.317980456025884498e-03
6.333333333333333037e-01,5.152833876220946387e-03
6.666666666666666297e-01,5.822410423452924720e-03
6.999999999999999556e-01,5.965537459283618872e-03
7.333333333333332815e-01,6.433094462540354420e-03
7.666666666666667185e-01,7.309967426710264025e-03
8.000000000000000444e-01,7.646775244299795424e-03
8.333333333333333703e-01,8.462540716612239333e-03
8.666666666666666963e-01,9.006970684039390662e-03
9.000000000000000222e-01,9.391270358306417695e-03
9.333333333333333481e-01,1.007928338762163582e-02
9.666666666666666741e-01,1.044358306188896031e-02
1.000000000000000000e+00,1.100749185667733443e-02
1.033333333333333437e+00,1.225876221498344888e-02
1.066666666666666652e+00,1.252117263843654897e-02
1.100000000000000089e+00,1.355218241042340822e-02
1.133333333333333304e+00,1.371270358306213820e-02
1.166666666666666741e+00,1.519700325732857744e-02
1.199999999999999956e+00,1.644840390879515057e-02
1.233333333333333393e+00,1.733602605863171151e-02
1.266666666666666607e+00,1.887074918566773382e-02
1.300000000000000044e+00,2.026169381107470815e-02
1.333333333333333259e+00,2.123843648208486104e-02
1.366666666666666696e+00,2.241889250814337736e-02
1.399999999999999911e+00,2.331570032573275844e-02
1.433333333333333348e+00,2.415504885993461845e-02
1.466666666666666563e+00,2.486136807817583214e-02
1.500000000000000000e+00,2.560879478827349232e-02
1.533333333333333437e+00,2.614130293159584381e-02
1.566666666666666652e+00,2.684169381107528313e-02
1.600000000000000089e+00,2.748677524429973817e-02
1.633333333333333304e+00,2.860742671009749993e-02
1.666666666666666741e+00,2.861237785016284077e-02
1.699999999999999956e+00,2.933915309446288172e-02
1.733333333333333393e+00,3.016058631921837013e-02
1.766666666666666607e+00,3.081615635179104501e-02
1.800000000000000044e+00,3.101680781758949304e-02
1.833333333333333259e+00,3.157785016286630136e-02
1.866666666666666696e+00,3.273387622149840498e-02
1.899999999999999911e+00,3.376416938110741311e-02
1.933333333333333348e+00,3.387934853420176973e-02
1.966666666666666563e+00,3.489596091205188905e-02
2.000000000000000000e+00,3.514866449511412638e-02
2.033333333333333215e+00,3.634684039087920232e-02
2.066666666666666874e+00,3.722573289902250671e-02
2.100000000000000089e+00,3.739478827361555208e-02
2.133333333333333304e+00,3.839348534201945246e-02
2.166666666666666519e+00,3.885732899022806275e-02
2.200000000000000178e+00,3.924540716612388153e-02
2.233333333333333393e+00,3.961563517915357019e-02
2.266666666666666607e+00,4.048201954397408903e-02
2.299999999999999822e+00,4.122058631921818317e-02
2.333333333333333481e+00,4.227530944625404463e-02
2.366666666666666696e+00,4.218306188925074335e-02
2.399999999999999911e+00,4.340925081433223004e-02
2.433333333333333126e+00,4.363205211726380039e-02
2.466666666666666785e+00,4.414299674267071344e-02
2.500000000000000000e+00,4.515335504885951978e-02
2.533333333333333215e+00,4.579589576547268837e-02
2.566666666666666874e+00,4.653081433224742075e-02
2.600000000000000089e+00,4.717289902280160513e-02
2.633333333333333304e+00,4.779804560260614982e-02
2.666666666666666519e+00,4.878644951140062580e-02
2.700000000000000178e+00,4.999713355048877178e-02
2.733333333333333393e+00,5.124690553745923915e-02
2.766666666666666607e+00,5.110964169381096434e-02
2.799999999999999822e+00,5.240573289902253351e-02
2.833333333333333481e+00,5.252286644951122824e-02
2.866666666666666696e+00,5.317498371335479396e-02
2.899999999999999911e+00,5.446188925081456300e-02
2.933333333333333126e+00,5.449622149837150126e-02
2.966666666666666785e+00,5.510553745928316316e-02
3.000000000000000000e+00,5.580299674267066162e-02
3.033333333333333215e+00,5.595309446254067426e-02
3.066666666666666874e+00,5.656208469055366839e-02
3.100000000000000089e+00,5.753693811074927361e-02
3.133333333333333304e+00,5.800944625407193633e-02
3.166666666666666519e+00,5.860723127035841890e-02
3.200000000000000178e+00,5.965928338762193500e-02
3.233333333333333393e+00,6.059400651465782911e-02
3.266666666666666607e+00,6.106403908794796193e-02
3.299999999999999822e+00,6.204951140065122911e-02
3.333333333333333481e+00,6.227817589576550850e-02
3.366666666666666696e+00,6.295387622149820062e-02
3.399999999999999911e+00,6.333381107491903306e-02
3.433333333333333126e+00,6.400397394136840556e-02
3.466666666666666785e+00,6.551550488599376665e-02
3.500000000000000000e+00,6.573661237785059785e-02
3.533333333333333215e+00,6.631921824104196339e-02
3.566666666666666874e+00,6.775231270358278435e-02
3.600000000000000089e+00,6.807915309446214980e-02
3.633333333333333304e+00,6.899713355048879559e-02
3.666666666666666519e+00,7.019250814332224364e-02
3.700000000000000178e+00,7.123283387622179885e-02
3.733333333333333393e+00,7.173674267100975388e-02
3.766666666666666607e+00,7.228925081433237865e-02
3.799999999999999822e+00,7.340130293159588537e-02
3.833333333333333481e+00,7.446410423452737293e-02
3.866666666666666696e+00,7.447205211726386220e-02
3.899999999999999911e+00,7.540677524429946488e-02
3.933333333333333126e+00,7.701179153094415974e-02
3.966666666666666785e+00,7.797785016286643001e-02
4.000000000000000000e+00,7.856742671009755985e-02
4.033333333333333215e+00,7.858403908794765746e-02
4.066666666666666430e+00,7.897459283387599227e-02
4.099999999999999645e+00,7.977153094462513527e-02
4.133333333333333748e+00,8.084364820846931532e-02
4.166666666666666963e+00,8.201850162866472504e-02
4.200000000000000178e+00,8.224651465798006600e-02
