Created as New Dataset,Sample 002 By FTIR User 2.0 Date Friday, April 12 2024
cm-1,%T
4000.00,100.73
3999.00,100.73
3998.00,100.73
3997.00,100.73
3996.00,100.74
3995.00,100.74
3994.00,100.74
3993.00,100.74
3992.00,100.73
3991.00,100.73
3990.00,100.73
3989.00,100.73
3988.00,100.73
3987.00,100.73
3986.00,100.73
3985.00,100.73
3984.00,100.73
3983.00,100.73
3982.00,100.73
3981.00,100.74
3980.00,100.74
3979.00,100.73
3978.00,100.73
3977.00,100.73
3976.00,100.73
3975.00,100.73
3974.00,100.73
3973.00,100.73
3972.00,100.73
3971.00,100.73
3970.00,100.73
3969.00,100.73
3968.00,100.73
3967.00,100.73
3966.00,100.73
3965.00,100.73
3964.00,100.73
3963.00,100.73
3962.00,100.73
3961.00,100.73
3960.00,100.72
3959.00,100.72
3958.00,100.72
3957.00,100.72
3956.00,100.72
3955.00,100.72
3954.00,100.72
3953.00,100.72
3952.00,100.72
3951.00,100.72
3950.00,100.72
3949.00,100.72
3948.00,100.72
3947.00,100.72
3946.00,100.71
3945.00,100.71
3944.00,100.70
3943.00,100.71
3942.00,100.71
3941.00,100.72
3940.00,100.72
3939.00,100.72
3938.00,100.72
3937.00,100.72
3936.00,100.72
3935.00,100.72
3934.00,100.72
3933.00,100.72
3932.00,100.72
3931.00,100.72
3930.00,100.72
3929.00,100.72
3928.00,100.71
3927.00,100.71
3926.00,100.71
3925.00,100.70
3924.00,100.70
3923.00,100.70
3922.00,100.71
3921.00,100.71
3920.00,100.71
3919.00,100.70
3918.00,100.70
3917.00,100.71
3916.00,100.71
3915.00,100.71
3914.00,100.71
3913.00,100.71
3912.00,100.71
3911.00,100.71
3910.00,100.71
3909.00,100.71
3908.00,100.72
3907.00,100.72
3906.00,100.72
3905.00,100.71
3904.00,100.71
3903.00,100.70
3902.00,100.69
3901.00,100.68
3900.00,100.67
3899.00,100.66
3898.00,100.66
3897.00,100.67
3896.00,100.68
3895.00,100.68
3894.00,100.69
3893.00,100.69
3892.00,100.69
3891.00,100.69
3890.00,100.69
3889.00,100.69
3888.00,100.69
3887.00,100.68
3886.00,100.68
3885.00,100.68
3884.00,100.69
3883.00,100.69
3882.00,100.69
3881.00,100.68
3880.00,100.67
3879.00,100.67
3878.00,100.68
3877.00,100.68
