Time,Extension,Load,Length,Width,Thickness,CS Area,Strain,Stress
(s),(mm),(N),(mm),(mm),(mm),(mm^2),(mm/mm),(MPa)
0,0.00497,0.09967,16.5,2.82,0.34,0.9588,0,0.1039528577
0.1,0.22854,2.37113,,,,,0.01354969697,2.473018356
0.2,0.53291,4.38852,,,,,0.03199636364,4.57709637
0.274,0.75478,6.89873,,,,,0.0454430303,7.195171047
0.374,1.05492,9.28944,,,,,0.06363333333,9.688610763
0.474,1.35497,10.94015,,,,,0.08181818182,11.4102524
0.574,1.655,12.07985,,,,,0.1000018182,12.59892574
0.674,1.95506,12.80141,,,,,0.1181872727,13.35149145
0.774,2.25497,13.27487,,,,,0.1363636364,13.8452962
0.874,2.55495,13.51526,,,,,0.1545442424,14.09601585
0.974,2.85494,13.65842,,,,,0.1727254545,14.24532749
1.074,3.155,13.73663,,,,,0.1909109091,14.32689821
1.174,3.45494,13.7569,,,,,0.2090890909,14.34803922
1.274,3.75498,13.7669,,,,,0.2272733333,14.35846892
1.374,4.05505,13.77781,,,,,0.2454593939,14.36984773
1.474,4.35502,13.81168,,,,,0.2636393939,14.40517313
1.574,4.65493,13.81129,,,,,0.2818157576,14.40476637
1.674,4.95494,13.85934,,,,,0.2999981818,14.4548811
1.774,5.25504,13.90606,,,,,0.3181860606,14.50360868
1.874,5.555,13.9192,,,,,0.3363654545,14.51731331
1.974,5.85491,13.99128,,,,,0.3545418182,14.59249061
2.074,6.1549,14.04242,,,,,0.3727230303,14.64582812
2.174,6.45497,14.11151,,,,,0.3909090909,14.71788694
2.274,6.75503,14.18065,,,,,0.4090945455,14.78999791
2.374,7.05495,14.26229,,,,,0.4272715152,14.87514602
2.474,7.35496,14.27615,,,,,0.4454539394,14.88960159
2.574,7.65493,14.30648,,,,,0.4636339394,14.92123488
2.674,7.95497,14.32236,,,,,0.4818181818,14.93779725
2.774,8.25497,14.38336,,,,,0.5,15.00141844
2.874,8.55497,14.37965,,,,,0.5181818182,14.99754902
2.974,8.855,14.25709,,,,,0.5363654545,14.86972257
3.074,9.155,13.81974,,,,,0.5545472727,14.41357947
3.114,9.27488,8.92134,,,,,0.5618127273,9.304693367
3.115,9.27788,4.26426,,,,,0.5619945455,4.447496871
3.116,9.28088,1.51199,,,,,0.5621763636,1.576960784
3.216,9.58095,0.00853,,,,,0.5803624242,0.008896537338
3.316,9.88106,0.00406,,,,,0.5985509091,0.004234459741
3.416,10.18096,-0.00985,,,,,0.6167266667,-0.01027325824
3.516,10.48104,0.00456,,,,,0.6349133333,0.004755944931
3.616,10.78095,0.01517,,,,,0.653089697,0.01582186066
3.639,10.84993,0.01213,,,,,0.657270303,0.01265123071
