Time,Extension,Load,Length,Width,Thickness,CS Area,Strain,Stress
(s),(mm),(N),(mm),(mm),(mm),(mm^2),(mm/mm),(MPa)
0,1.85501,0.0926,16.5,2.86,0.51,1.4586,0,0.06348553407
,2.05173,0.24532,,,,,0.01192242424,0.1681886741
,2.35546,0.28465,,,,,0.03033030303,0.1951528863
,2.65551,0.31315,,,,,0.04851515152,0.2146921706
,2.95568,0.33481,,,,,0.06670727273,0.2295420266
,3.25564,0.36404,,,,,0.08488666667,0.2495817908
,3.55563,0.39713,,,,,0.1030678788,0.2722679282
,3.85565,0.43774,,,,,0.1212509091,0.3001096942
,4.15564,0.47985,,,,,0.1394321212,0.3289798437
,4.45571,0.51761,,,,,0.1576181818,0.3548676813
,4.75572,0.5604,,,,,0.1758006061,0.3842040313
,5.05561,0.58531,,,,,0.1939757576,0.4012820513
,5.35569,0.61278,,,,,0.2121624242,0.4201151789
,5.65567,0.64998,,,,,0.2303430303,0.4456190868
,5.95566,0.67121,,,,,0.2485242424,0.4601741396
,6.25567,0.69383,,,,,0.2667066667,0.475682161
,6.55565,0.69934,,,,,0.2848872727,0.4794597559
,6.85569,0.73267,,,,,0.3030715152,0.5023104347
,7.15566,0.75172,,,,,0.3212515152,0.5153709036
,7.45564,0.7844,,,,,0.3394321212,0.5377759495
,7.75564,0.80158,,,,,0.3576139394,0.5495543672
,8.0557,0.80817,,,,,0.3757993939,0.5540723982
,8.35564,0.81098,,,,,0.3939775758,0.5559989031
,8.65561,0.8111,,,,,0.4121575758,0.5560811737
,8.95565,0.83564,,,,,0.4303418182,0.5729055258
,9.25569,0.87391,,,,,0.4485260606,0.5991430138
,9.5557,0.90941,,,,,0.4667084848,0.6234814205
,9.85565,0.91417,,,,,0.4848872727,0.6267448238
,10.15566,0.92218,,,,,0.503069697,0.6322363911
,10.45561,0.93872,,,,,0.5212484848,0.6435760318
,10.7557,0.96035,,,,,0.5394357576,0.6584053202
,11.05566,0.97354,,,,,0.5576151515,0.667448238
,11.35569,0.98443,,,,,0.5757987879,0.6749143014
,11.6556,0.99903,,,,,0.5939751515,0.6849238996
,11.9557,1.00357,,,,,0.6121630303,0.6880364733
,12.25565,1.01835,,,,,0.6303418182,0.6981694776
,12.55566,1.05033,,,,,0.6485242424,0.7200946113
,12.85572,1.0638,,,,,0.666709697,0.729329494
,13.15569,1.05995,,,,,0.684889697,0.7266899767
,13.4556,1.05397,,,,,0.7030660606,0.7225901549
,13.75566,1.08719,,,,,0.7212515152,0.7453654189
,14.05565,1.10626,,,,,0.7394327273,0.7584395996
,14.35571,1.09439,,,,,0.7576181818,0.7503016591
,14.6557,1.09124,,,,,0.7757993939,0.748142054
,14.9556,1.11232,,,,,0.7939751515,0.7625942685
,15.25566,1.16426,,,,,0.8121606061,0.798203757
,15.55575,1.20334,,,,,0.8303478788,0.8249965721
,15.85563,1.18314,,,,,0.8485224242,0.8111476759
,16.15564,1.16928,,,,,0.8667048485,0.8016454134
,16.45566,1.18616,,,,,0.8848878788,0.8132181544
,16.75569,1.19899,,,,,0.9030715152,0.8220142602
,17.05566,1.20029,,,,,0.9212515152,0.8229055258
,17.35567,1.24692,,,,,0.9394339394,0.8548745372
,17.65568,1.24428,,,,,0.9576163636,0.8530645825
,17.95569,1.25937,,,,,0.9757987879,0.8634101193
,18.25569,1.2892,,,,,0.9939806061,0.8838612368
,18.55556,1.30192,,,,,1.012154545,0.8925819279
,18.85563,1.30007,,,,,1.030340606,0.8913135884
,19.15571,1.2977,,,,,1.048527273,0.8896887426
,19.45566,1.30299,,,,,1.066706061,0.893315508
,19.75564,1.32074,,,,,1.084886667,0.9054847114
,20.05563,1.36258,,,,,1.103067879,0.9341697518
,20.35569,1.35935,,,,,1.121253333,0.9319552996
,20.65566,1.38235,,,,,1.139433333,0.9477238448
,20.95566,1.39751,,,,,1.157615152,0.9581173728
,21.25559,1.3871,,,,,1.175792727,0.9509803922
,21.5557,1.41591,,,,,1.193981212,0.970732209
,21.85569,1.43637,,,,,1.212162424,0.9847593583
,22.15561,1.44333,,,,,1.230339394,0.9895310572
,22.45568,1.44301,,,,,1.248525455,0.9893116687
,22.75573,1.47989,,,,,1.266710303,1.014596188
,23.0557,1.49922,,,,,1.284890303,1.027848622
,23.3556,1.49393,,,,,1.303066061,1.024221857
,23.65567,1.50756,,,,,1.321252121,1.033566434
,23.95572,1.50941,,,,,1.33943697,1.034834773
,24.25569,1.53828,,,,,1.35761697,1.054627725
,24.5556,1.5728,,,,,1.375793333,1.078294255
,24.85562,1.55481,,,,,1.393976364,1.06596051
,25.1557,1.56638,,,,,1.41216303,1.073892774
,25.45571,1.60365,,,,,1.430345455,1.099444673
,25.75562,1.59659,,,,,1.448521818,1.094604415
,26.05559,1.64777,,,,,1.466701818,1.129692856
,26.35571,1.63068,,,,,1.484890909,1.117976142
,26.65571,1.6594,,,,,1.503072727,1.137666255
,26.95563,1.67901,,,,,1.521249697,1.151110654
,27.25567,1.67212,,,,,1.539433939,1.146386946
,27.5557,1.70579,,,,,1.557617576,1.169470725
,27.85571,1.70329,,,,,1.5758,1.167756753
,28.15561,1.72772,,,,,1.593975758,1.18450569
,28.45566,1.72002,,,,,1.612160606,1.179226656
,28.75565,1.74262,,,,,1.630341818,1.194720965
,29.05575,1.75953,,,,,1.648529697,1.206314274
,29.35559,1.77997,,,,,1.666701818,1.220327712
,29.65559,1.80717,,,,,1.684883636,1.23897573
,29.95568,1.82176,,,,,1.703070909,1.248978473
,30.25573,1.85059,,,,,1.721255758,1.268744001
,30.5556,1.86056,,,,,1.739429697,1.275579323
,30.8556,1.8745,,,,,1.757611515,1.285136432
,31.15564,1.86504,,,,,1.775795758,1.278650761
,31.45567,1.87552,,,,,1.793979394,1.285835733
,31.7557,1.91607,,,,,1.81216303,1.313636364
,32.05562,1.91939,,,,,1.83034,1.315912519
,32.35571,1.96118,,,,,1.848527273,1.34456328
,32.6557,1.97244,,,,,1.866708485,1.352283011
,32.95562,1.97439,,,,,1.884885455,1.35361991
,33.25565,1.99486,,,,,1.903069091,1.367653915
,33.55566,2.0134,,,,,1.921251515,1.380364733
,33.85571,2.00702,,,,,1.939436364,1.375990676
,34.15562,2.04659,,,,,1.957612727,1.40311943
,34.45559,2.06871,,,,,1.975792727,1.418284657
,34.75567,2.09029,,,,,1.993979394,1.433079665
,35.05569,2.10447,,,,,2.012162424,1.442801316
,35.35569,2.11536,,,,,2.030344242,1.45026738
,35.6556,2.13466,,,,,2.048520606,1.463499246
,35.95564,2.14774,,,,,2.066704848,1.472466749
,36.25568,2.16222,,,,,2.084889091,1.482394077
,36.5557,2.17752,,,,,2.103072121,1.492883587
,36.85571,2.2033,,,,,2.121254545,1.510558069
,37.15562,2.22338,,,,,2.139430909,1.524324695
,37.45571,2.21695,,,,,2.157618182,1.519916358
,37.75564,2.282,,,,,2.175795758,1.564513917
,38.05565,2.29355,,,,,2.193978182,1.572432469
,38.35565,2.29244,,,,,2.21216,1.571671466
,38.65572,2.30006,,,,,2.230346061,1.576895653
,38.95561,2.31971,,,,,2.248521212,1.590367476
,39.25564,2.36614,,,,,2.266704848,1.622199369
,39.55563,2.36483,,,,,2.284886061,1.621301248
,39.85569,2.38221,,,,,2.303071515,1.633216783
,40.15574,2.41546,,,,,2.321256364,1.656012615
,40.45561,2.43877,,,,,2.339430303,1.671993693
,40.75565,2.44927,,,,,2.357614545,1.679192376
,41.05565,2.46609,,,,,2.375796364,1.690723982
,41.35571,2.49931,,,,,2.393981818,1.713499246
,41.65565,2.49819,,,,,2.41216,1.712731386
,41.95566,2.51885,,,,,2.430342424,1.726895653
,42.2557,2.55342,,,,,2.448526667,1.750596462
,42.55563,2.6021,,,,,2.466704242,1.783970931
,42.85566,2.5863,,,,,2.484887879,1.773138626
,43.15564,2.60363,,,,,2.503068485,1.785019882
,43.4557,2.61564,,,,,2.521253939,1.793253805
,43.75565,2.66748,,,,,2.539432727,1.828794735
,44.05564,2.67163,,,,,2.557613939,1.831639929
,44.35558,2.66682,,,,,2.575792121,1.828342246
,44.65566,2.70022,,,,,2.593978788,1.851240916
,44.95573,2.73528,,,,,2.612164848,1.875277664
