Created as New Dataset,Sample 007 By FTIR User 2.0 Date Friday, April 12 2024
cm-1,%T
3360.00,61.83
3359.00,61.83
3358.00,61.83
3357.00,61.82
3356.00,61.81
3355.00,61.78
3354.00,61.75
3353.00,61.71
3352.00,61.67
3351.00,61.64
3350.00,61.64
3349.00,61.66
3348.00,61.68
3347.00,61.69
3346.00,61.68
3345.00,61.65
3344.00,61.63
3343.00,61.61
3342.00,61.60
3341.00,61.58
3340.00,61.57
3339.00,61.56
3338.00,61.56
3337.00,61.59
3336.00,61.62
3335.00,61.66
3334.00,61.68
3333.00,61.70
3332.00,61.71
3331.00,61.71
3330.00,61.71
3329.00,61.70
3328.00,61.68
3327.00,61.66
3326.00,61.66
3325.00,61.67
3324.00,61.69
3323.00,61.72
3322.00,61.74
3321.00,61.76
3320.00,61.78
3319.00,61.79
3318.00,61.81
3317.00,61.81
3316.00,61.82
3315.00,61.82
3314.00,61.81
3313.00,61.81
3312.00,61.80
3311.00,61.78
3310.00,61.76
3309.00,61.75
3308.00,61.74
3307.00,61.75
3306.00,61.77
3305.00,61.79
3304.00,61.82
3303.00,61.86
3302.00,61.90
3301.00,61.93
3300.00,61.94
3299.00,61.94
3298.00,61.92
3297.00,61.91
3296.00,61.90
3295.00,61.90
3294.00,61.91
3293.00,61.93
3292.00,61.95
3291.00,61.99
3290.00,62.03
3289.00,62.06
3288.00,62.09
3287.00,62.10
3286.00,62.12
3285.00,62.13
3284.00,62.14
3283.00,62.15
3282.00,62.17
3281.00,62.18
3280.00,62.19
3279.00,62.20
3278.00,62.20
3277.00,62.19
3276.00,62.19
3275.00,62.19
3274.00,62.19
3273.00,62.20
3272.00,62.21
3271.00,62.24
3270.00,62.27
3269.00,62.31
3268.00,62.36
3267.00,62.40
3266.00,62.44
3265.00,62.47
3264.00,62.49
3263.00,62.52
3262.00,62.55
3261.00,62.57
3260.00,62.60
3259.00,62.61
3258.00,62.62
3257.00,62.64
3256.00,62.66
3255.00,62.70
3254.00,62.75
3253.00,62.80
3252.00,62.84
3251.00,62.88
3250.00,62.90
3249.00,62.91
3248.00,62.93
3247.00,62.96
3246.00,63.02
3245.00,63.09
3244.00,63.17
3243.00,63.24
3242.00,63.30
3241.00,63.36
3240.00,63.40
3239.00,63.45
3238.00,63.50
3237.00,63.54
3236.00,63.57
3235.00,63.60
3234.00,63.65
3233.00,63.72
3232.00,63.81
3231.00,63.92
3230.00,64.02
3229.00,64.12
3228.00,64.21
3227.00,64.29
3226.00,64.37
3225.00,64.44
3224.00,64.52
3223.00,64.60
3222.00,64.68
3221.00,64.75
3220.00,64.84
3219.00,64.93
3218.00,65.03
3217.00,65.14
3216.00,65.24
3215.00,65.35
3214.00,65.45
3213.00,65.57
3212.00,65.68
3211.00,65.80
3210.00,65.91
3209.00,66.01
3208.00,66.12
3207.00,66.23
3206.00,66.34
3205.00,66.47
3204.00,66.59
3203.00,66.71
3202.00,66.84
3201.00,66.97
3200.00,67.10
3199.00,67.23
3198.00,67.36
3197.00,67.50
3196.00,67.64
3195.00,67.78
3194.00,67.91
3193.00,68.04
3192.00,68.18
3191.00,68.31
3190.00,68.45
3189.00,68.60
3188.00,68.75
