Created as New Dataset,Sample 003 By FTIR User 2.0 Date Friday, April 12 2024
cm-1,%T
4000.00,100.57
3999.00,100.57
3998.00,100.57
3997.00,100.57
3996.00,100.56
3995.00,100.56
3994.00,100.56
3993.00,100.56
3992.00,100.56
3991.00,100.56
3990.00,100.56
3989.00,100.57
3988.00,100.57
3987.00,100.57
3986.00,100.57
3985.00,100.56
3984.00,100.56
3983.00,100.56
3982.00,100.56
3981.00,100.56
3980.00,100.56
3979.00,100.56
3978.00,100.56
3977.00,100.56
3976.00,100.56
3975.00,100.55
3974.00,100.55
3973.00,100.55
3972.00,100.55
3971.00,100.56
3970.00,100.56
3969.00,100.56
3968.00,100.55
3967.00,100.55
3966.00,100.55
3965.00,100.56
3964.00,100.56
3963.00,100.56
3962.00,100.55
3961.00,100.55
3960.00,100.54
3959.00,100.54
3958.00,100.54
3957.00,100.54
3956.00,100.54
3955.00,100.54
3954.00,100.54
3953.00,100.53
3952.00,100.54
3951.00,100.54
3950.00,100.54
3949.00,100.55
3948.00,100.55
3947.00,100.55
3946.00,100.54
3945.00,100.54
3944.00,100.54
3943.00,100.54
3942.00,100.54
3941.00,100.54
3940.00,100.54
3939.00,100.54
3938.00,100.54
3937.00,100.54
3936.00,100.54
3935.00,100.55
3934.00,100.55
3933.00,100.55
3932.00,100.55
3931.00,100.55
3930.00,100.54
3929.00,100.54
3928.00,100.53
3927.00,100.53
3926.00,100.53
3925.00,100.52
3924.00,100.52
3923.00,100.53
3922.00,100.53
3921.00,100.53
3920.00,100.53
3919.00,100.53
3918.00,100.53
3917.00,100.53
3916.00,100.53
3915.00,100.53
3914.00,100.53
3913.00,100.53
3912.00,100.52
3911.00,100.52
3910.00,100.51
3909.00,100.51
3908.00,100.52
3907.00,100.52
3906.00,100.53
3905.00,100.53
3904.00,100.53
3903.00,100.53
3902.00,100.53
3901.00,100.52
3900.00,100.51
3899.00,100.50
3898.00,100.50
3897.00,100.50
3896.00,100.50
3895.00,100.50
3894.00,100.51
3893.00,100.52
3892.00,100.52
3891.00,100.52
3890.00,100.51
3889.00,100.51
3888.00,100.52
3887.00,100.51
3886.00,100.50
3885.00,100.49
3884.00,100.50
3883.00,100.51
3882.00,100.52
3881.00,100.51
3880.00,100.50
3879.00,100.50
3878.00,100.50
3877.00,100.50
3876.00,100.50
3875.00,100.48
3874.00,100.47
3873.00,100.48
3872.00,100.50
3871.00,100.50
3870.00,100.49
3869.00,100.48
3868.00,100.47
3867.00,100.48
3866.00,100.49
3865.00,100.48
3864.00,100.48
3863.00,100.49
3862.00,100.49
3861.00,100.49
3860.00,100.47
3859.00,100.45
3858.00,100.42
3857.00,100.42
3856.00,100.43
3855.00,100.45
3854.00,100.47
3853.00,100.47
3852.00,100.47
3851.00,100.46
3850.00,100.46
3849.00,100.46
3848.00,100.45
3847.00,100.45
3846.00,100.45
3845.00,100.45
3844.00,100.45
3843.00,100.45
3842.00,100.45
3841.00,100.45
3840.00,100.45
3839.00,100.45
3838.00,100.44
3837.00,100.44
3836.00,100.43
3835.00,100.43
3834.00,100.43
3833.00,100.43
3832.00,100.42
3831.00,100.42
3830.00,100.42
3829.00,100.43
3828.00,100.44
3827.00,100.43
3826.00,100.42
3825.00,100.42
3824.00,100.43
3823.00,100.43
3822.00,100.42
3821.00,100.40
3820.00,100.39
3819.00,100.40
3818.00,100.41
3817.00,100.41
3816.00,100.38
3815.00,100.37
3814.00,100.38
3813.00,100.39
3812.00,100.39
3811.00,100.39
3810.00,100.39
3809.00,100.39
3808.00,100.39
3807.00,100.39
3806.00,100.38
3805.00,100.39
3804.00,100.39
3803.00,100.39
3802.00,100.37
3801.00,100.35
3800.00,100.35
3799.00,100.37
3798.00,100.37
3797.00,100.36
3796.00,100.35
3795.00,100.35
3794.00,100.35
3793.00,100.36
3792.00,100.36
3791.00,100.36
3790.00,100.36
3789.00,100.36
3788.00,100.36
3787.00,100.36
3786.00,100.36
3785.00,100.36
3784.00,100.35
3783.00,100.35
3782.00,100.35
3781.00,100.34
3780.00,100.34
3779.00,100.33
3778.00,100.32
3777.00,100.32
3776.00,100.31
3775.00,100.30
3774.00,100.29
3773.00,100.29
3772.00,100.29
3771.00,100.29
3770.00,100.29
3769.00,100.29
3768.00,100.29
3767.00,100.29
3766.00,100.28
3765.00,100.26
3764.00,100.24
3763.00,100.24
3762.00,100.24
3761.00,100.23
3760.00,100.22
3759.00,100.22
3758.00,100.21
3757.00,100.21
3756.00,100.20
3755.00,100.18
3754.00,100.17
3753.00,100.16
3752.00,100.15
3751.00,100.14
3750.00,100.12
3749.00,100.10
3748.00,100.09
3747.00,100.09
3746.00,100.09
3745.00,100.08
3744.00,100.06
3743.00,100.07
3742.00,100.08
3741.00,100.08
3740.00,100.07
3739.00,100.06
3738.00,100.06
3737.00,100.06
3736.00,100.06
3735.00,100.05
3734.00,100.03
3733.00,100.02
3732.00,100.00
3731.00,99.99
3730.00,99.98
3729.00,99.97
3728.00,99.97
3727.00,99.95
3726.00,99.94
3725.00,99.93
3724.00,99.93
3723.00,99.92
3722.00,99.91
3721.00,99.89
3720.00,99.87
3719.00,99.85
3718.00,99.83
3717.00,99.81
3716.00,99.78
3715.00,99.76
3714.00,99.74
3713.00,99.72
3712.00,99.70
3711.00,99.67
3710.00,99.65
3709.00,99.63
3708.00,99.61
3707.00,99.58
3706.00,99.55
3705.00,99.52
3704.00,99.49
3703.00,99.46
3702.00,99.42
3701.00,99.38
3700.00,99.35
3699.00,99.31
3698.00,99.27
3697.00,99.22
3696.00,99.17
3695.00,99.13
3694.00,99.09
3693.00,99.05
3692.00,99.00
