Created as New Dataset,Sample 003 By FTIR User 2.0 Date Friday, March 01 2024
cm-1,%T
3297.00,56.59
3296.00,56.58
3295.00,56.57
3294.00,56.57
3293.00,56.58
3292.00,56.59
3291.00,56.62
3290.00,56.64
3289.00,56.67
3288.00,56.69
3287.00,56.70
3286.00,56.71
3285.00,56.72
3284.00,56.73
3283.00,56.74
3282.00,56.74
3281.00,56.75
3280.00,56.76
3279.00,56.76
3278.00,56.76
3277.00,56.75
3276.00,56.75
3275.00,56.74
3274.00,56.74
3273.00,56.75
3272.00,56.76
3271.00,56.77
3270.00,56.80
3269.00,56.84
3268.00,56.88
3267.00,56.92
3266.00,56.95
3265.00,56.98
3264.00,57.01
3263.00,57.03
3262.00,57.05
3261.00,57.07
3260.00,57.09
3259.00,57.10
3258.00,57.11
3257.00,57.12
3256.00,57.14
3255.00,57.18
3254.00,57.22
3253.00,57.27
3252.00,57.31
3251.00,57.34
3250.00,57.36
3249.00,57.37
3248.00,57.39
3247.00,57.41
3246.00,57.45
3245.00,57.51
3244.00,57.58
3243.00,57.64
3242.00,57.70
3241.00,57.75
3240.00,57.80
3239.00,57.84
3238.00,57.89
3237.00,57.93
3236.00,57.96
3235.00,57.98
3234.00,58.02
3233.00,58.08
3232.00,58.16
3231.00,58.26
3230.00,58.35
3229.00,58.43
3228.00,58.51
3227.00,58.58
3226.00,58.66
3225.00,58.73
3224.00,58.81
3223.00,58.89
3222.00,58.96
3221.00,59.03
3220.00,59.10
3219.00,59.18
3218.00,59.26
3217.00,59.36
3216.00,59.45
3215.00,59.54
3214.00,59.63
3213.00,59.73
3212.00,59.84
3211.00,59.95
3210.00,60.05
3209.00,60.15
3208.00,60.26
3207.00,60.36
3206.00,60.46
3205.00,60.58
3204.00,60.69
3203.00,60.81
3202.00,60.92
3201.00,61.04
3200.00,61.16
3199.00,61.28
3198.00,61.40
3197.00,61.53
3196.00,61.65
3195.00,61.78
3194.00,61.90
3193.00,62.03
3192.00,62.15
3191.00,62.28
3190.00,62.41
3189.00,62.55
3188.00,62.69
3187.00,62.83
3186.00,62.96
3185.00,63.11
3184.00,63.25
3183.00,63.39
3182.00,63.54
3181.00,63.69
3180.00,63.84
3179.00,63.98
3178.00,64.13
3177.00,64.29
3176.00,64.44
3175.00,64.60
3174.00,64.74
3173.00,64.89
3172.00,65.05
3171.00,65.20
3170.00,65.35
3169.00,65.51
3168.00,65.67
3167.00,65.82
3166.00,65.97
3165.00,66.13
3164.00,66.29
3163.00,66.45
3162.00,66.61
3161.00,66.77
3160.00,66.93
3159.00,67.09
3158.00,67.24
3157.00,67.39
3156.00,67.53
3155.00,67.66
3154.00,67.80
3153.00,67.94
3152.00,68.11
3151.00,68.29
3150.00,68.49
3149.00,68.68
3148.00,68.86
3147.00,69.03
3146.00,69.20
3145.00,69.36
3144.00,69.52
3143.00,69.68
3142.00,69.82
3141.00,69.96
3140.00,70.10
3139.00,70.26
3138.00,70.43
3137.00,70.62
3136.00,70.80
3135.00,70.98
3134.00,71.14
3133.00,71.31
3132.00,71.46
3131.00,71.61
3130.00,71.77
3129.00,71.93
3128.00,72.11
3127.00,72.27
3126.00,72.43
3125.00,72.59
3124.00,72.73
3123.00,72.87
3122.00,73.01
3121.00,73.14
3120.00,73.29
3119.00,73.44
3118.00,73.59
3117.00,73.75
3116.00,73.91
3115.00,74.08
3114.00,74.25
3113.00,74.42
3112.00,74.58
3111.00,74.73
3110.00,74.87
3109.00,75.02
3108.00,75.18
3107.00,75.34
3106.00,75.50
3105.00,75.66
3104.00,75.80
3103.00,75.94
3102.00,76.06
3101.00,76.19
3100.00,76.33
3099.00,76.48
3098.00,76.64
3097.00,76.80
3096.00,76.95
3095.00,77.09
3094.00,77.23
3093.00,77.36
3092.00,77.49
3091.00,77.61
3090.00,77.74
3089.00,77.88
3088.00,78.01
3087.00,78.15
3086.00,78.28
3085.00,78.41
3084.00,78.55
3083.00,78.67
3082.00,78.80
3081.00,78.93
3080.00,79.06
3079.00,79.19
3078.00,79.32
3077.00,79.47
3076.00,79.62
3075.00,79.76
3074.00,79.90
3073.00,80.03
3072.00,80.16
3071.00,80.28
3070.00,80.39
3069.00,80.50
3068.00,80.62
3067.00,80.73
3066.00,80.86
3065.00,80.99
3064.00,81.12
3063.00,81.26
3062.00,81.39
3061.00,81.51
3060.00,81.63
3059.00,81.75
3058.00,81.85
3057.00,81.96
3056.00,82.08
3055.00,82.20
3054.00,82.32
3053.00,82.43
3052.00,82.55
