frame_index,centroid_1_x,centroid_1_y,centroid_2_x,centroid_2_y,centroid_3_x,centroid_3_y,centroid_4_x,centroid_4_y,centroid_5_x,centroid_5_y,centroid_6_x,centroid_6_y,centroid_7_x,centroid_7_y,centroid_8_x,centroid_8_y
69,223.5,379.5002,246.0,379.18073,225.5,415.45996,246.0,416.64053,227.0,499.9497,245.0,498.05527,226.5,535.96405,244.0,536.03864
70,223.5,379.43066,246.0,379.14978,225.5,415.40265,246.0,416.62662,227.0,499.9283,245.0,498.00626,226.5,535.9468,244.0,536.0332
71,223.5,379.41397,246.0,379.11856,225.5,415.40387,246.0,416.5851,227.0,499.918,245.0,498.0454,226.5,535.9357,244.0,536.0203
72,223.5,379.40305,246.0,379.1139,225.5,415.37943,246.0,416.6021,227.0,499.90762,245.0,498.02774,226.5,535.95935,244.0,536.0059
73,223.5,379.3788,246.0,379.12305,225.5,415.36746,246.0,416.60452,227.0,499.88025,245.0,498.0014,226.5,535.9689,244.0,536.00977
74,223.5,379.26904,246.0,378.96664,225.5,415.26178,246.0,416.45065,227.0,499.8045,245.0,497.9563,226.5,535.90765,244.0,535.98376
75,223.5,379.2964,246.0,379.12482,225.5,415.30438,246.0,416.4483,227.0,499.81082,245.0,497.93286,226.5,535.9794,244.0,536.04785
76,223.5,379.29236,246.0,379.13956,225.5,415.30502,246.0,416.45526,227.0,499.8142,245.0,497.92505,226.5,535.9989,244.0,536.08887
77,223.5,379.1708,246.0,378.99094,225.5,415.19507,246.0,416.3186,227.0,499.66486,245.0,497.70612,226.5,535.9362,244.0,536.01245
78,223.5,379.13986,246.0,378.94406,225.5,415.1484,246.0,416.29514,227.0,499.6793,245.0,497.6381,226.5,535.8982,244.0,535.9674
79,223.5,379.1199,246.0,378.87146,225.5,415.13904,246.0,416.22998,227.0,499.65237,245.0,497.64145,226.5,535.9268,244.0,535.969
80,223.5,379.0595,246.0,378.80228,225.5,415.0065,246.0,416.16635,227.0,499.5676,245.0,497.55164,226.5,535.89716,244.0,535.9333
81,223.5,379.09702,246.0,378.80502,225.5,415.058,246.0,416.18744,227.0,499.5827,245.0,497.53574,226.5,535.9526,244.0,536.0282
82,223.5,379.0359,246.0,378.61047,225.5,414.91055,246.0,416.0382,227.0,499.48834,245.0,497.4923,226.5,535.92474,244.0,535.97626
83,223.5,379.03625,246.0,378.65207,225.5,414.971,246.0,416.0446,227.0,499.5146,245.0,497.48883,226.5,535.988,244.0,536.05347
84,223.5,379.0602,246.0,378.7007,225.5,414.9843,246.0,416.09955,227.0,499.52557,245.0,497.47964,226.5,536.04535,244.0,536.07385
85,223.5,378.967,246.0,378.54147,225.5,414.88858,246.0,416.0508,227.0,499.45844,245.0,497.40204,226.5,536.00183,244.0,536.02423
86,223.5,378.9562,246.0,378.56827,225.5,414.86923,246.0,416.0248,227.0,499.4817,245.0,497.38483,226.5,535.9939,244.0,536.0239
87,223.5,378.94055,246.0,378.5544,225.5,414.87424,246.0,416.0434,227.0,499.4799,245.0,497.39404,226.5,536.04376,244.0,536.03815
88,223.5,378.92596,246.0,378.59494,225.5,414.8884,246.0,416.0215,227.0,499.47632,245.0,497.41974,226.5,536.04846,244.0,536.08307
89,223.5,378.92947,246.0,378.5467,225.5,414.87164,246.0,416.01807,227.0,499.45477,245.0,497.413,226.5,536.0579,244.0,536.0796
90,223.5,378.90167,246.0,378.54648,225.5,414.81436,246.0,415.98892,227.0,499.43085,245.0,497.4151,226.5,536.0444,244.0,536.0798
91,223.5,378.88635,246.0,378.54825,225.5,414.82187,246.0,415.9614,227.0,499.44418,245.0,497.38455,226.5,536.0528,244.0,536.0936
92,223.5,378.88397,246.0,378.55328,225.5,414.811,246.0,415.92743,227.0,499.4396,245.0,497.422,226.5,536.0783,244.0,536.1228
93,223.5,378.86084,246.0,378.48712,225.5,414.72116,246.0,415.8955,227.0,499.4075,245.0,497.38947,226.5,536.0358,244.0,536.1086
94,223.5,378.81705,246.0,378.51065,225.5,414.69373,246.0,415.8755,227.0,499.4066,245.0,497.38623,226.5,536.0375,244.0,536.0954
95,223.5,378.81213,246.0,378.48386,225.5,414.7144,246.0,415.84982,227.0,499.3942,245.0,497.36838,226.5,536.10284,244.0,536.1163
96,223.5,378.79868,246.0,378.41757,225.5,414.66113,246.0,415.79697,227.0,499.40378,245.0,497.36606,226.5,536.0818,244.0,536.11176
97,223.5,378.67325,246.0,378.31042,225.5,414.5011,246.0,415.69162,227.0,499.37482,245.0,497.3617,226.5,536.0544,244.0,536.0823
98,223.5,378.7235,246.0,378.3523,225.5,414.62207,246.0,415.71237,227.0,499.36777,245.0,497.36273,226.5,536.1125,244.0,536.1207
99,223.5,378.63712,246.0,378.21588,225.5,414.51166,246.0,415.69196,227.0,499.34094,245.0,497.31555,226.5,536.01514,244.0,536.06433
100,223.5,378.43765,246.0,378.0185,225.5,414.33966,246.0,415.5131,227.0,499.19476,245.0,497.15353,226.5,535.82477,244.0,535.8937
101,223.5,378.60278,246.0,378.24423,225.5,414.47906,246.0,415.60718,227.0,499.37048,245.0,497.36374,226.5,536.0644,244.0,536.08044
102,223.5,378.5449,246.0,378.19696,225.5,414.43234,246.0,415.5572,227.0,499.3562,245.0,497.31927,226.5,536.0471,244.0,536.0704
103,223.5,378.43506,246.0,378.0013,225.5,414.34427,246.0,415.52374,227.0,499.2872,245.0,497.25903,226.5,536.0237,244.0,536.06244
104,223.5,378.39056,246.0,377.9896,225.5,414.24942,246.0,415.47134,227.0,499.23697,245.0,497.25192,226.5,535.98645,244.0,536.02325
105,223.5,378.39288,246.0,377.9438,225.5,414.2363,246.0,415.44363,227.0,499.22318,245.0,497.2511,226.5,535.9999,244.0,536.02295
106,223.5,378.48636,246.0,378.1046,225.5,414.32077,246.0,415.53818,227.0,499.3056,245.0,497.30847,226.5,536.1693,244.0,536.15234
107,223.5,378.31702,246.0,377.87802,225.5,414.2052,246.0,415.3576,227.0,499.24765,245.0,497.23663,226.5,536.04596,244.0,536.0934
108,223.5,378.28998,246.0,377.87912,225.5,414.1816,246.0,415.36346,227.0,499.2592,245.0,497.27,226.5,536.0867,244.0,536.1254
109,223.5,378.31223,246.0,377.9089,225.5,414.19662,246.0,415.36316,227.0,499.25903,245.0,497.27698,226.5,536.1155,244.0,536.15173
110,223.5,378.1557,246.0,377.8335,225.5,414.10104,246.0,415.2551,227.0,499.23987,245.0,497.26688,226.5,536.0765,244.0,536.14233
111,223.5,378.19785,246.0,377.89166,225.5,414.13193,246.0,415.31165,227.0,499.2534,245.0,497.26877,226.5,536.1275,244.0,536.1412
112,223.5,378.09888,246.0,377.80145,225.5,414.08072,246.0,415.26474,227.0,499.2345,245.0,497.2667,226.5,536.08636,244.0,536.1239
113,223.5,378.06412,246.0,377.8007,225.5,414.03275,246.0,415.23087,227.0,499.21832,245.0,497.27203,226.5,536.1098,244.0,536.11945
114,223.5,378.11212,246.0,377.8499,225.5,414.0042,246.0,415.1985,227.0,499.24902,245.0,497.3018,226.5,536.1916,244.0,536.20886
115,223.5,377.99002,246.0,377.7472,225.5,413.9153,246.0,415.10983,227.0,499.24503,245.0,497.30368,226.5,536.1403,244.0,536.10443
116,223.5,378.02576,246.0,377.76495,225.5,413.99716,246.0,415.12698,227.0,499.25653,245.0,497.30676,226.5,536.1997,244.0,536.2083
117,223.5,378.05588,246.0,377.80292,225.5,413.97433,246.0,415.13007,227.0,499.25284,245.0,497.3147,226.5,536.2225,244.0,536.20917
118,223.5,378.03595,246.0,377.80298,225.5,413.959,246.0,415.13425,227.0,499.253,245.0,497.31744,226.5,536.226,244.0,536.2075
119,223.5,378.02725,246.0,377.78983,225.5,413.92407,246.0,415.06665,227.0,499.252,245.0,497.3024,226.5,536.2148,244.0,536.20087
120,223.5,377.93683,246.0,377.7628,225.5,413.8868,246.0,415.03455,227.0,499.23566,245.0,497.27774,226.5,536.20184,244.0,536.18646
121,223.5,377.92453,246.0,377.6774,225.5,413.7764,246.0,414.81378,227.0,499.17682,245.0,497.10858,226.5,536.0967,244.0,536.11774
122,223.5,377.93478,246.0,377.64798,225.5,413.75592,246.0,414.8341,227.0,499.1582,245.0,497.15103,226.5,536.1,244.0,536.1094
123,223.5,377.91937,246.0,377.64246,225.5,413.7445,246.0,414.84937,227.0,499.2037,245.0,497.16852,226.5,536.1791,244.0,536.151
124,223.5,377.9285,246.0,377.64938,225.5,413.7479,246.0,414.84674,227.0,499.21005,245.0,497.17703,226.5,536.1923,244.0,536.208
125,223.5,377.95847,246.0,377.63556,225.5,413.7258,246.0,414.82413,227.0,499.2089,245.0,497.18332,226.5,536.19806,244.0,536.2205
126,223.5,377.91565,246.0,377.58926,225.5,413.6863,246.0,414.78204,227.0,499.20306,245.0,497.22046,226.5,536.19257,244.0,536.2194
127,223.5,377.8319,246.0,377.56458,225.5,413.64203,246.0,414.70325,227.0,499.19907,245.0,497.2115,226.5,536.1996,244.0,536.22107
128,223.5,377.853,246.0,377.53073,225.5,413.64233,246.0,414.69797,227.0,499.2028,245.0,497.19138,226.5,536.21875,244.0,536.22144
129,223.5,377.74152,246.0,377.37878,225.5,413.53796,246.0,414.59958,227.0,499.16162,245.0,497.1484,226.5,536.1505,244.0,536.1804
130,223.5,377.6775,246.0,377.2775,225.5,413.48273,246.0,414.4686,227.0,499.07297,245.0,497.07132,226.5,536.1048,244.0,536.12494
131,223.5,377.70706,246.0,377.30508,225.5,413.48413,246.0,414.50778,227.0,499.05933,245.0,497.08838,226.5,536.1455,244.0,536.14197
132,223.5,377.75998,246.0,377.36603,225.5,413.5054,246.0,414.5597,227.0,499.10922,245.0,497.1441,226.5,536.2159,244.0,536.2006
133,223.5,377.67963,246.0,377.35162,225.5,413.44495,246.0,414.53003,227.0,499.10202,245.0,497.11386,226.5,536.16766,244.0,536.1804
134,223.5,377.57822,246.0,377.15967,225.5,413.39377,246.0,414.4017,227.0,499.07675,245.0,497.059,226.5,536.1077,244.0,536.179
135,223.5,377.58942,246.0,377.16187,225.5,413.36682,246.0,414.39893,227.0,499.0356,245.0,497.02982,226.5,536.0982,244.0,536.1573
136,223.5,377.54462,246.0,377.09824,225.5,413.34985,246.0,414.3368,227.0,499.0106,245.0,497.04037,226.5,536.0954,244.0,536.1242
137,223.5,377.5598,246.0,377.13022,225.5,413.33508,246.0,414.36295,227.0,499.01822,245.0,497.04993,226.5,536.1441,244.0,536.17456
138,223.5,377.6401,246.0,377.14316,225.5,413.3496,246.0,414.43375,227.0,499.10468,245.0,497.0882,226.5,536.2382,244.0,536.24817
139,223.5,377.62146,246.0,377.17435,225.5,413.37445,246.0,414.396,227.0,499.10315,245.0,497.07907,226.5,536.2373,244.0,536.2339
140,223.5,377.60406,246.0,377.12537,225.5,413.36224,246.0,414.39368,227.0,499.0967,245.0,497.07745,226.5,536.1883,244.0,536.2277
141,223.5,377.35864,246.0,376.89148,225.5,413.12753,246.0,414.24765,227.0,498.92227,245.0,496.8563,226.5,535.9681,244.0,535.9808
142,223.5,377.5125,246.0,377.10788,225.5,413.312,246.0,414.40234,227.0,499.0624,245.0,497.06915,226.5,536.1584,244.0,536.1956
143,223.5,377.52103,246.0,377.09952,225.5,413.3215,246.0,414.39713,227.0,499.06207,245.0,497.07904,226.5,536.14655,244.0,536.17725
144,223.5,377.575,246.0,377.08682,225.5,413.31833,246.0,414.38687,227.0,499.0423,245.0,497.03806,226.5,536.1527,244.0,536.17706
145,223.5,377.4951,246.0,376.98572,225.5,413.275,246.0,414.36264,227.0,498.9917,245.0,496.97034,226.5,536.06,244.0,536.04346
146,223.5,377.47894,246.0,376.9842,225.5,413.26364,246.0,414.3317,227.0,498.98724,245.0,496.95538,226.5,536.0587,244.0,536.0448
