frame_index,centroid_1_x,centroid_1_y,centroid_2_x,centroid_2_y,centroid_3_x,centroid_3_y,centroid_4_x,centroid_4_y,centroid_5_x,centroid_5_y,centroid_6_x,centroid_6_y,centroid_7_x,centroid_7_y,centroid_8_x,centroid_8_y
0,148.5,350.5,331.5,348.0,210.0,389.0,222.5,389.0,210.5,479.0,244.0,476.0,142.5,525.5,337.5,518.5
1,148.5,350.4739,331.5,347.9358,210.0,388.99954,222.5,389.0003,210.5,479.00238,244.0,476.00507,142.5,525.57983,337.5,518.4845
2,148.5,350.5013,331.5,348.0433,210.0,389.13992,222.5,389.1601,210.5,479.08755,244.0,476.13058,142.5,525.58704,337.5,518.47925
3,148.5,350.5644,331.5,348.1947,210.0,389.13068,222.5,389.144,210.5,479.1228,244.0,476.1128,142.5,525.62335,337.5,518.5237
4,148.5,350.55652,331.5,348.24316,210.0,389.1261,222.5,389.18658,210.5,479.1399,244.0,476.15326,142.5,525.62366,337.5,518.56934
5,148.5,350.552,331.5,348.25528,210.0,389.1247,222.5,389.2091,210.5,479.13144,244.0,476.16196,142.5,525.67365,337.5,518.57104
6,148.5,350.55264,331.5,348.1172,210.0,389.14832,222.5,389.1597,210.5,479.1918,244.0,476.16873,142.5,525.6732,337.5,518.56
7,148.5,350.55472,331.5,347.9362,210.0,389.1308,222.5,389.16693,210.5,479.17444,244.0,476.17172,142.5,525.7054,337.5,518.54706
8,148.5,350.57382,331.5,348.19138,210.0,389.16403,222.5,389.17838,210.5,479.1714,244.0,476.16406,142.5,525.71985,337.5,518.5604
9,148.5,350.57004,331.5,348.05453,210.0,389.18994,222.5,389.17065,210.5,479.15915,244.0,476.19543,142.5,525.7303,337.5,518.55646
10,148.5,350.57214,331.5,348.0743,210.0,389.20328,222.5,389.18622,210.5,479.17358,244.0,476.17917,142.5,525.74054,337.5,518.5864
11,148.5,350.54636,331.5,347.89984,210.0,389.13678,222.5,389.1328,210.5,479.1033,244.0,476.1364,142.5,525.6465,337.5,518.5273
12,148.5,350.53586,331.5,347.93414,210.0,389.08636,222.5,389.10165,210.5,479.1016,244.0,476.1152,142.5,525.6428,337.5,518.4828
13,148.5,350.53015,331.5,347.9293,210.0,389.12125,222.5,389.12897,210.5,479.12,244.0,476.09464,142.5,525.66565,337.5,518.5066
14,148.5,350.5297,331.5,347.94083,210.0,389.12573,222.5,389.17816,210.5,479.1099,244.0,476.0928,142.5,525.68134,337.5,518.51373
15,148.5,350.5776,331.5,347.9499,210.0,389.18033,222.5,389.19012,210.5,479.11816,244.0,476.10605,142.5,525.6983,337.5,518.5541
16,148.5,350.55084,331.5,347.85837,210.0,389.15582,222.5,389.11353,210.5,479.11636,244.0,476.106,142.5,525.72656,337.5,518.5477
17,148.5,350.5175,331.5,347.7331,210.0,389.03412,222.5,389.06918,210.5,479.02493,244.0,475.91385,142.5,525.5893,337.5,518.3748
18,148.5,350.53372,331.5,347.96472,210.0,389.0776,222.5,389.0807,210.5,479.086,244.0,476.06436,142.5,525.5999,337.5,518.5513
19,148.5,350.53882,331.5,347.9639,210.0,389.12094,222.5,389.13687,210.5,479.13635,244.0,476.1221,142.5,525.75885,337.5,518.5659
20,148.5,350.54694,331.5,347.97836,210.0,389.1394,222.5,389.09274,210.5,479.1482,244.0,476.14432,142.5,525.7608,337.5,518.5663
21,148.5,350.4979,331.5,347.87466,210.0,389.04584,222.5,388.9598,210.5,479.13223,244.0,476.12988,142.5,525.7604,337.5,518.58105
22,148.5,350.48688,331.5,347.9214,210.0,389.02634,222.5,388.95013,210.5,479.31348,244.0,476.1739,142.5,525.8803,337.5,518.6076
23,148.5,350.2274,331.5,347.74335,210.0,388.6961,222.5,388.65097,210.5,479.19055,244.0,476.06726,142.5,525.6864,337.5,518.54834
24,148.5,350.04553,331.5,347.66476,210.0,388.5869,222.5,388.5124,210.5,479.413,244.0,476.14072,142.5,525.6786,337.5,518.5774
25,148.5,350.04968,331.5,347.74237,210.0,388.50748,222.5,388.4699,210.5,479.60007,244.0,476.17117,142.5,525.877,337.5,518.7511
26,148.5,349.7992,331.5,347.2269,210.0,388.2814,222.5,388.21075,210.5,479.73663,244.0,476.02875,142.5,525.78204,337.5,518.60046
27,148.5,349.4636,331.5,346.9734,210.0,388.1281,222.5,388.02008,210.5,479.75992,244.0,475.91257,142.5,525.78467,337.5,518.60254
28,148.5,349.35193,331.5,347.03802,210.0,388.10776,222.5,387.9129,210.5,479.80634,244.0,475.85458,142.5,525.77466,337.5,518.6112
29,148.5,349.14816,331.5,346.67807,210.0,387.92725,222.5,387.74594,210.5,479.84033,244.0,475.88113,142.5,525.76685,337.5,518.5971
30,148.5,349.03052,331.5,346.5938,210.0,387.8678,222.5,387.5705,210.5,479.87155,244.0,475.83743,142.5,525.74744,337.5,518.5898
31,148.5,348.86874,331.5,346.39066,210.0,387.83334,222.5,387.44727,210.5,479.858,244.0,475.9006,142.5,525.7329,337.5,518.5883
32,148.5,348.86826,331.5,346.4455,210.0,387.82184,222.5,387.42834,210.5,479.9053,244.0,475.90677,142.5,525.7335,337.5,518.595
33,148.5,348.8831,331.5,346.42917,210.0,387.8332,222.5,387.389,210.5,479.90216,244.0,475.92792,142.5,525.7431,337.5,518.56165
34,148.5,348.67804,331.5,346.40344,210.0,387.64996,222.5,387.21387,210.5,479.6931,244.0,475.75302,142.5,525.65295,337.5,518.49963
35,148.5,348.90988,331.5,346.563,210.0,387.8309,222.5,387.4155,210.5,479.92395,244.0,475.95108,142.5,525.8451,337.5,518.6049
36,148.5,348.918,331.5,346.59772,210.0,387.8323,222.5,387.43872,210.5,479.88806,244.0,475.96036,142.5,525.87085,337.5,518.6077
37,148.5,348.845,331.5,346.3912,210.0,387.822,222.5,387.3935,210.5,479.73074,244.0,475.9215,142.5,525.782,337.5,518.47595
38,148.5,348.8489,331.5,346.33524,210.0,387.81207,222.5,387.38818,210.5,479.794,244.0,475.8934,142.5,525.80237,337.5,518.5238
