frame_index,centroid_1_x,centroid_1_y,centroid_2_x,centroid_2_y,centroid_3_x,centroid_3_y,centroid_4_x,centroid_4_y,centroid_5_x,centroid_5_y,centroid_6_x,centroid_6_y,centroid_7_x,centroid_7_y,centroid_8_x,centroid_8_y
0,217.0,362.0,236.5,362.5,213.5,389.0,235.0,389.5,212.0,485.5,231.0,480.5,212.5,519.5,232.5,518.0
1,217.0,361.99402,236.5,362.48923,213.5,388.97318,235.0,389.47607,212.0,485.49503,231.0,480.45123,212.5,519.4595,232.5,517.9462
2,217.0,362.21384,236.5,362.66223,213.5,389.27936,235.0,389.70483,212.0,485.68842,231.0,480.70792,212.5,519.6994,232.5,518.19727
3,217.0,362.12177,236.5,362.60284,213.5,389.20905,235.0,389.6389,212.0,485.64444,231.0,480.58795,212.5,519.6291,232.5,518.0978
4,217.0,362.03473,236.5,362.5557,213.5,389.0437,235.0,389.62344,212.0,485.4798,231.0,480.51422,212.5,519.5855,232.5,518.0649
5,217.0,362.05115,236.5,362.56238,213.5,389.06155,235.0,389.579,212.0,485.4971,231.0,480.52756,212.5,519.5754,232.5,518.0548
6,217.0,362.07782,236.5,362.5875,213.5,389.0994,235.0,389.61487,212.0,485.62845,231.0,480.5678,212.5,519.60406,232.5,518.05725
7,217.0,362.03015,236.5,362.54437,213.5,389.07663,235.0,389.5773,212.0,485.48892,231.0,480.55466,212.5,519.5359,232.5,518.0154
8,217.0,362.0992,236.5,362.56616,213.5,389.142,235.0,389.60184,212.0,485.59103,231.0,480.6056,212.5,519.62054,232.5,518.06354
9,217.0,362.10635,236.5,362.58386,213.5,389.14032,235.0,389.61816,212.0,485.57843,231.0,480.6129,212.5,519.6263,232.5,518.0775
10,217.0,362.1042,236.5,362.56757,213.5,389.16074,235.0,389.62106,212.0,485.57935,231.0,480.58737,212.5,519.6102,232.5,518.0786
11,217.0,362.09204,236.5,362.5527,213.5,389.13257,235.0,389.608,212.0,485.49417,231.0,480.55396,212.5,519.54126,232.5,518.0005
12,217.0,362.10583,236.5,362.563,213.5,389.14307,235.0,389.63507,212.0,485.61832,231.0,480.55768,212.5,519.6233,232.5,518.09717
13,217.0,361.97452,236.5,362.5075,213.5,388.9909,235.0,389.54526,212.0,485.45938,231.0,480.47845,212.5,519.52576,232.5,517.9855
14,217.0,361.96753,236.5,362.50046,213.5,388.9903,235.0,389.50327,212.0,485.44205,231.0,480.4773,212.5,519.5035,232.5,517.96326
15,217.0,361.98865,236.5,362.52917,213.5,389.01395,235.0,389.5257,212.0,485.47525,231.0,480.47833,212.5,519.5188,232.5,517.98724
