frame_index,centroid_1_x,centroid_1_y,centroid_2_x,centroid_2_y,centroid_3_x,centroid_3_y,centroid_4_x,centroid_4_y,centroid_5_x,centroid_5_y,centroid_6_x,centroid_6_y,centroid_7_x,centroid_7_y,centroid_8_x,centroid_8_y
0,210.0,376.0,332.0,378.5,211.0,407.5,227.0,409.0,204.5,484.0,230.5,486.0,148.5,526.5,326.5,525.0
1,210.0,376.00296,332.0,378.54843,211.0,407.55548,227.0,409.06427,204.5,484.0038,230.5,486.1498,148.5,526.5714,326.5,524.97705
2,210.0,376.02292,332.0,378.54297,211.0,407.54947,227.0,409.04218,204.5,484.0301,230.5,486.13135,148.5,526.57605,326.5,524.9804
3,210.0,375.94897,332.0,378.40616,211.0,407.35498,227.0,408.9626,204.5,483.9572,230.5,485.92612,148.5,526.5063,326.5,524.89667
4,210.0,375.96353,332.0,378.4322,211.0,407.39648,227.0,408.9463,204.5,483.9623,230.5,485.9127,148.5,526.47675,326.5,524.88745
5,210.0,376.0082,332.0,378.52332,211.0,407.45428,227.0,408.99838,204.5,484.0172,230.5,486.11124,148.5,526.5048,326.5,524.9255
6,210.0,376.03278,332.0,378.55173,211.0,407.46497,227.0,409.07883,204.5,484.02316,230.5,486.08673,148.5,526.5309,326.5,524.96454
7,210.0,376.03342,332.0,378.5673,211.0,407.5547,227.0,409.13235,204.5,484.05975,230.5,486.0868,148.5,526.6543,326.5,525.02356
8,210.0,376.02148,332.0,378.4895,211.0,407.50912,227.0,409.0524,204.5,484.0171,230.5,486.09726,148.5,526.5659,326.5,524.99146
9,210.0,376.03223,332.0,378.5146,211.0,407.49188,227.0,409.04556,204.5,484.02112,230.5,486.08646,148.5,526.5593,326.5,524.9567
10,210.0,376.0292,332.0,378.45944,211.0,407.4542,227.0,408.99814,204.5,483.9907,230.5,486.03122,148.5,526.56415,326.5,524.9324
11,210.0,376.0296,332.0,378.45465,211.0,407.44333,227.0,408.99017,204.5,483.9945,230.5,486.0235,148.5,526.55597,326.5,524.93774
12,210.0,376.00845,332.0,378.47147,211.0,407.46115,227.0,408.99298,204.5,484.00504,230.5,486.04462,148.5,526.54224,326.5,524.93726
13,210.0,376.03003,332.0,378.4967,211.0,407.4919,227.0,409.08005,204.5,484.00964,230.5,486.0659,148.5,526.558,326.5,524.9607
14,210.0,376.03128,332.0,378.5002,211.0,407.47476,227.0,409.06238,204.5,483.99457,230.5,486.03268,148.5,526.56714,326.5,524.9461
15,210.0,376.0664,332.0,378.60147,211.0,407.55777,227.0,409.18808,204.5,484.0567,230.5,486.15067,148.5,526.63245,326.5,524.9867
16,210.0,376.05615,332.0,378.5987,211.0,407.58182,227.0,409.15063,204.5,484.06277,230.5,486.15707,148.5,526.6575,326.5,525.0086
17,210.0,376.05243,332.0,378.60654,211.0,407.57214,227.0,409.12723,204.5,484.08594,230.5,486.1251,148.5,526.6676,326.5,525.01294
18,210.0,376.0379,332.0,378.5698,211.0,407.53375,227.0,409.08545,204.5,484.06454,230.5,486.11707,148.5,526.5919,326.5,525.0379
19,210.0,376.02652,332.0,378.52734,211.0,407.5481,227.0,409.0812,204.5,484.04575,230.5,486.0788,148.5,526.5958,326.5,524.9836
20,210.0,376.0179,332.0,378.5038,211.0,407.48703,227.0,409.04196,204.5,484.00085,230.5,486.0141,148.5,526.5738,326.5,524.97345
21,210.0,376.037,332.0,378.5065,211.0,407.5324,227.0,409.06885,204.5,484.04132,230.5,486.05795,148.5,526.58154,326.5,524.9664
22,210.0,376.0493,332.0,378.53714,211.0,407.53522,227.0,409.07812,204.5,484.06552,230.5,486.08395,148.5,526.5942,326.5,524.9667
23,210.0,376.0473,332.0,378.5128,211.0,407.5041,227.0,409.02728,204.5,484.04855,230.5,486.08163,148.5,526.5706,326.5,524.9553
24,210.0,376.04214,332.0,378.48883,211.0,407.51498,227.0,409.03763,204.5,484.0329,230.5,486.08646,148.5,526.56537,326.5,524.94745
25,210.0,376.0208,332.0,378.4794,211.0,407.4801,227.0,409.02945,204.5,484.01294,230.5,486.01147,148.5,526.58276,326.5,524.9512
26,210.0,376.0391,332.0,378.47632,211.0,407.49875,227.0,409.034,204.5,484.0118,230.5,486.026,148.5,526.58514,326.5,524.95135
27,210.0,376.0326,332.0,378.46213,211.0,407.4868,227.0,409.03473,204.5,484.0045,230.5,486.0464,148.5,526.59576,326.5,524.95233
28,210.0,376.00305,332.0,378.48734,211.0,407.45303,227.0,409.0381,204.5,483.9945,230.5,486.00644,148.5,526.59973,326.5,524.9443
29,210.0,376.01627,332.0,378.4303,211.0,407.4498,227.0,409.01602,204.5,483.9952,230.5,486.01578,148.5,526.57526,326.5,524.92816
30,210.0,376.036,332.0,378.49222,211.0,407.60516,227.0,409.12555,204.5,484.07214,230.5,486.0742,148.5,526.70734,326.5,525.04193
31,210.0,376.02472,332.0,378.50427,211.0,407.56393,227.0,409.1441,204.5,484.07993,230.5,486.1022,148.5,526.70667,326.5,525.05664
32,210.0,375.95624,332.0,378.31946,211.0,407.44357,227.0,408.94604,204.5,483.9728,230.5,485.98984,148.5,526.58167,326.5,524.9846
33,210.0,375.93414,332.0,378.35834,211.0,407.41418,227.0,408.93796,204.5,483.9638,230.5,485.9688,148.5,526.5923,326.5,524.9905
34,210.0,375.92764,332.0,378.35437,211.0,407.4562,227.0,408.94028,204.5,483.94397,230.5,485.94247,148.5,526.584,326.5,525.0138
35,210.0,375.7974,332.0,378.15967,211.0,407.31952,227.0,408.83603,204.5,483.85944,230.5,485.9288,148.5,526.53705,326.5,524.95483
36,210.0,375.8018,332.0,378.1872,211.0,407.35568,227.0,408.82596,204.5,483.81802,230.5,485.9165,148.5,526.53815,326.5,524.96063
37,210.0,375.80234,332.0,378.18982,211.0,407.34042,227.0,408.81915,204.5,483.8428,230.5,485.8681,148.5,526.5636,326.5,524.9606
38,210.0,375.78787,332.0,378.13925,211.0,407.32773,227.0,408.79196,204.5,483.8256,230.5,485.81595,148.5,526.5597,326.5,524.96716
39,210.0,375.7201,332.0,378.0538,211.0,407.28027,227.0,408.7178,204.5,483.77206,230.5,485.79935,148.5,526.5397,326.5,524.9677
40,210.0,375.61862,332.0,378.02008,211.0,407.24713,227.0,408.69125,204.5,483.6755,230.5,485.72314,148.5,526.5124,326.5,524.9059
41,210.0,375.625,332.0,378.00314,211.0,407.22757,227.0,408.65097,204.5,483.7344,230.5,485.72537,148.5,526.53613,326.5,524.95355
42,210.0,375.56543,332.0,377.89313,211.0,407.18668,227.0,408.62155,204.5,483.7105,230.5,485.65662,148.5,526.54156,326.5,524.9262
43,210.0,375.56772,332.0,377.90182,211.0,407.2101,227.0,408.64017,204.5,483.7057,230.5,485.69327,148.5,526.6162,326.5,524.9839
44,210.0,375.46866,332.0,377.82172,211.0,407.17618,227.0,408.5991,204.5,483.6994,230.5,485.63852,148.5,526.5863,326.5,524.9591
45,210.0,375.44305,332.0,377.81104,211.0,407.16815,227.0,408.58368,204.5,483.6997,230.5,485.62842,148.5,526.6143,326.5,524.98444
46,210.0,375.23563,332.0,377.62674,211.0,406.98157,227.0,408.46927,204.5,483.49295,230.5,485.52072,148.5,526.5107,326.5,524.9285
47,210.0,375.26175,332.0,377.65152,211.0,407.14023,227.0,408.5068,204.5,483.67535,230.5,485.58514,148.5,526.6081,326.5,525.03644
48,210.0,375.08966,332.0,377.55664,211.0,406.9601,227.0,408.32654,204.5,483.48117,230.5,485.50558,148.5,526.4987,326.5,524.9279
49,210.0,375.06805,332.0,377.54654,211.0,406.9418,227.0,408.35425,204.5,483.4785,230.5,485.52084,148.5,526.51697,326.5,524.95215
50,210.0,375.09674,332.0,377.56244,211.0,406.98526,227.0,408.41797,204.5,483.49594,230.5,485.52448,148.5,526.6198,326.5,524.9896
51,210.0,375.08215,332.0,377.52533,211.0,406.99606,227.0,408.41003,204.5,483.50455,230.5,485.51816,148.5,526.6261,326.5,525.01184
52,210.0,374.95947,332.0,377.3254,211.0,406.84448,227.0,408.30786,204.5,483.39288,230.5,485.3987,148.5,526.5161,326.5,524.96576
53,210.0,374.94388,332.0,377.32724,211.0,406.84305,227.0,408.2727,204.5,483.40433,230.5,485.38733,148.5,526.5363,326.5,524.9764
