frame_index,centroid_1_x,centroid_1_y,centroid_2_x,centroid_2_y,centroid_3_x,centroid_3_y,centroid_4_x,centroid_4_y,centroid_5_x,centroid_5_y,centroid_6_x,centroid_6_y,centroid_7_x,centroid_7_y,centroid_8_x,centroid_8_y
0,220.0,370.0,240.5,370.5,224.5,400.0,243.0,402.5,226.0,476.0,243.0,475.5,225.5,507.5,244.5,509.0
1,220.0,370.02573,240.5,370.59726,224.5,400.1105,243.0,402.54395,226.0,476.17505,243.0,475.5844,225.5,507.63574,244.5,509.06995
2,220.0,370.02896,240.5,370.53693,224.5,400.0042,243.0,402.54822,226.0,476.05945,243.0,475.4831,225.5,507.57986,244.5,509.04977
3,220.0,370.02417,240.5,370.54517,224.5,400.0358,243.0,402.59015,226.0,476.08154,243.0,475.48926,225.5,507.5714,244.5,509.05365
4,220.0,370.07065,240.5,370.62573,224.5,400.17947,243.0,402.6025,226.0,476.1481,243.0,475.62115,225.5,507.59012,244.5,509.06937
5,220.0,370.09555,240.5,370.63412,224.5,400.18842,243.0,402.62582,226.0,476.1827,243.0,475.64514,225.5,507.6363,244.5,509.0792
6,220.0,370.048,240.5,370.5038,224.5,400.0164,243.0,402.53925,226.0,476.10245,243.0,475.50482,225.5,507.51718,244.5,509.01147
7,220.0,370.05365,240.5,370.53018,224.5,400.07837,243.0,402.55948,226.0,476.11646,243.0,475.52875,225.5,507.56567,244.5,509.01172
8,220.0,370.05212,240.5,370.52765,224.5,400.06677,243.0,402.55576,226.0,476.11053,243.0,475.53058,225.5,507.56894,244.5,509.01523
9,220.0,370.03256,240.5,370.51373,224.5,400.04587,243.0,402.55215,226.0,476.0999,243.0,475.48996,225.5,507.54156,244.5,509.0107
10,220.0,370.06775,240.5,370.7075,224.5,400.25552,243.0,402.6114,226.0,476.27155,243.0,475.57712,225.5,507.65863,244.5,509.08762
11,220.0,370.06372,240.5,370.58148,224.5,400.11707,243.0,402.59308,226.0,476.14392,243.0,475.51328,225.5,507.58633,244.5,509.064
12,220.0,369.99048,240.5,370.49533,224.5,400.00433,243.0,402.542,226.0,476.09848,243.0,475.5368,225.5,507.54315,244.5,508.9841
13,220.0,369.98495,240.5,370.47797,224.5,400.00455,243.0,402.53058,226.0,476.10492,243.0,475.44205,225.5,507.52173,244.5,508.98004
14,220.0,370.01907,240.5,370.56647,224.5,400.10324,243.0,402.55273,226.0,476.12558,243.0,475.47507,225.5,507.59607,244.5,509.06238
15,220.0,370.0249,240.5,370.4918,224.5,400.06223,243.0,402.51926,226.0,476.12982,243.0,475.4479,225.5,507.5606,244.5,509.03943
