Time,Strain,dR/r0
0.13479550000000007,-0.0004064753386280292,0.0
0.9305496000000004,0.0016107333891694532,-0.4122175152678459
1.726772,0.0313112102267149,-0.6095130855684446
2.523381,0.0566065273270757,-0.6166976611515997
3.3200505999999996,0.08497484181285186,-0.6060540761380664
4.116607500000001,0.09799523126353796,-0.5926415397512054
4.914705100000001,0.09717971667898906,-0.5926415397512054
5.710455700000001,0.07147907352649814,-0.5462108463674173
6.507463400000001,0.046639788179350064,-0.5582706696677133
7.3034300000000005,0.003470489299638813,-0.5548116602373351
8.099661600000001,0.002104440358122608,-0.5502515473368617
8.896801400000001,0.04843801669617321,-0.579606417789049
9.6929332,0.07371908685025265,-0.5566352071606602
10.4898443,0.09577783594108323,-0.5538052217714562
11.285449400000001,0.11501551974382643,-0.5292608282440514
12.0836779,0.14549176359725627,-0.5010220083678881
12.879285800000002,0.17758319186324917,-0.432107130890561
13.674952300000001,0.19757609612361005,-0.35374194568969064
14.4710277,0.18613834835595658,-0.365362074957245
15.266564800000001,0.15089109510815882,-0.3856602448086832
16.0629319,0.11536216855328553,-0.387499984430098
16.8587809,0.08206154333472912,-0.3815248788350225
17.6556719,0.03899845133537906,-0.38363242077099663
18.4526195,0.003328982482310381,-0.419575228161344
19.249698600000002,-0.014969660867870133,-0.4265256324182798
20.0449958,0.008295844598989268,-0.44503139515041146
20.8405452,0.051709060671480137,-0.39314500810257696
21.636984,0.07784504460361043,-0.42687066144680513
22.433608200000002,0.09878458374743661,-0.3957233838753112
23.2296374,0.11693189398628182,-0.3634114776335243
24.0247499,0.1375183487988447,-0.3549377141640021
24.8208255,0.1581102401527077,-0.3191506057937474
25.6177922,0.1763212143974007,-0.2833497959097244
26.4144108,0.1919530476410108,-0.18889903354504242
27.2116605,0.20403626341010822,-0.034434395283689745
28.0062722,0.22003337961906147,0.11712178528233219
28.802426200000003,0.2395860351159565,0.3273901979370502
29.598856100000003,0.2577677562794222,0.517751556678803
30.395632000000003,0.2772270366267149,0.7007228171308783
31.191644800000002,0.2930425908355234,0.8540714048162069
31.9896395,0.29541118914296044,0.883945687199423
32.786429,0.2773945991826715,0.7752515784766658
33.582237,0.2475051675667871,0.6556448368336548
34.377438,0.20960395191046935,0.5946382239848735
35.1729576,0.18148773929646203,0.5341510230671214
35.968094199999996,0.1301401776755239,0.4931598306492899
36.7643169,0.0932591792327077,0.40042424868994847
37.5606425,0.03642319574007193,0.12495282319691202
38.3579027,-0.007101161526498093,0.002342958854354181
39.1534682,-0.014440910742527185,-0.06968589902482583
39.9508921,0.005102733407292729,-0.09715369735349036
40.746946799999996,0.04744610549689518,-0.08838099176539022
41.5436407,0.08264835543285186,-0.10867916161682842
42.340576899999995,0.11822114203913307,0.2287417899906706
43.1357723,0.15617499983747296,0.26308152027014403
43.931658399999996,0.1809705570951622,0.45504720171493124
44.728160499999994,0.19689117539566783,0.5473107042453519
45.524970399999994,0.224744446836101,0.7066817300278639
46.3225961,0.24692580424584817,0.8059903018194365
47.119294599999996,0.26528613201458456,0.8916982528078761
47.914754099999996,0.2838804356150903,1.035503113357606
48.710673199999995,0.294889669722166,1.137138451305443
49.506625299999996,0.3110774458395666,1.2786003530008183
50.3034641,0.3281706392721299,1.4749517644435757
51.0995414,0.3470648184825994,1.6915589956043056
51.895134999999996,0.36716565349097446,1.95974993491781
52.691416999999994,0.3840410802657037,2.181825315664194
53.4874386,0.3940236094915522,2.344813541081498
54.2836297,0.3891511655801444,2.2811650272597848
55.0782744,0.35443421317487367,1.9422979431536653
55.873971,0.32120351559205784,1.7942157191239503
56.670494299999994,0.2939325233036099,1.6727530451614352
57.4666492,0.2588587936011549,1.5874685955076477
58.2623654,0.22208684183205768,1.493112498147182
59.058647099999995,0.1957371090731408,1.3791819199806685
59.854566899999995,0.16105834960628185,1.250046398307988
60.651826,0.11757843869025209,1.1447004413133026
61.45063939999999,0.08643181420332133,0.8963044526182972
62.2465503,0.036081721218194675,0.7511942114841107
63.04259609999999,-0.004130529910180485,0.6366508019745128
63.83868499999999,-0.02299226900360979,0.48163436638595186
