Time,Strain,dR/r0
0.19379970000000002,-0.00047407966780094245,0.0
0.9915658,0.008659968262639225,0.02925616253012572
1.7860933999999995,0.009936540660528006,0.0370940975011628
2.5831682000000002,0.009395613522228924,0.022617965413724683
3.3791181999999997,0.019572310761759616,0.07101972432455297
4.1759964,0.0649307576980644,0.10807946809860054
4.970409299999999,0.1091334891614077,0.23910986850450308
5.7682455,0.1688805055093845,0.4359857934125408
6.5653947,0.199564566908739,0.6702914253097122
7.3612647,0.14393781431794703,0.5041356602257833
8.1563157,0.08167277020510252,0.5031367595450509
8.952273599999998,0.017256872939355232,0.4622056149845673
9.748163600000002,0.017288104934897366,0.44399285442476005
10.5448196,0.07212758560117277,0.46991142023593097
11.3398344,0.12162789865947252,0.696143926261046
12.136337399999999,0.18319270520891506,0.8579631939452879
12.933753200000002,0.23661677667261047,1.0240502515749863
13.7307466,0.2943274601115547,1.5371601623609998
14.525964600000002,0.35187729990052796,2.1380359181429966
15.3221922,0.39717856600551327,3.0918010866348147
16.1176935,0.3397591552812314,2.4453617183205787
16.9114401,0.26467384418979445,1.9620047778106637
17.707265500000002,0.18688419081173022,1.6040098727326542
18.5022233,0.11115832009548397,1.3623340450720902
19.2991826,0.042764043110029605,1.1943416768846984
20.0952479,0.00037686326920817947,1.1741284723690333
20.8924278,0.05512909580105608,1.1003736628472371
21.6893765,0.1114887204612905,1.0871633334742716
22.4852786,0.18347388137747805,2.1159861105238678
23.281925700000002,0.2533639254714371,3.2186271193607032
24.078285700000002,0.3181713321846342,4.056342755063211
24.874208,0.3938969335741935,4.8248435584119065
25.669906100000002,0.46160770506973636,5.88715593420997
26.4659734,0.5287563486818769,7.254325927022113
27.2633875,0.5881248006011731,9.37788571307767
28.059623000000002,0.5822795899999997,9.946302481924654
28.856905299999998,0.5213041714084461,7.124997357405606
29.6526136,0.454886705368211,5.922949875269545
30.4480787,0.3725489361330795,4.931855418375544
31.244247500000004,0.29151312225219866,4.067283095852184
32.041359699999994,0.21648330285947293,3.33711576677519
32.837348299999995,0.13896330188234648,2.808961566107142
33.633975799999995,0.05504539580046932,2.623425013741491
34.430566899999995,-0.01493398486228732,2.472913407466915
35.226033099999995,-0.009726282418240329,2.374976216650459
36.0222227,0.05493226710434039,2.2569235973108963
36.8185364,0.13907700687390034,2.133865904190098
37.615144799999996,0.20513224440445746,3.233504925795949
38.410526499999996,0.2596324159049851,6.23554500866771
39.2064564,0.31807584242956005,8.71022895437825
40.0023285,0.3728835067551319,10.909483214240414
40.7995217,0.41639527822070427,11.961988922244304
41.5964295,0.47431321851319663,13.77458405564247
42.3929288,0.5335115371763052,15.52623567713839
43.189839199999994,0.5781130279122583,16.484976850873117
43.985332199999995,0.6229785479097943,17.609702021056194
44.7811989,0.6728390028109679,20.142496617479182
45.576282199999994,0.7174200237771261,21.46443860724705
46.373205799999994,0.7629381692500878,24.696445182021904
47.151230399999996,0.7797955296703812,25.820369646103764
47.947975799999995,0.7659249674757773,22.147070948374278
48.743438499999996,0.7386951891756598,18.850281172043466
49.540180299999996,0.6963305403685636,17.47707285104224
50.3359593,0.6638718088168332,15.222112701365695
51.132337799999995,0.6100849612253368,14.328358208955226
51.928198099999996,0.5687996449322583,12.61539945456852
52.7242119,0.5129153753760116,11.462287535410766
53.5201772,0.46125098150217014,10.080498710413936
54.317186299999996,0.4053185039407041,8.924284385438249
55.1120174,0.37056387102357796,7.645147139655829
55.9081939,0.3188598468021698,6.8224097289755194
56.704179599999996,0.2846929349271557,5.93826106718532
57.5011265,0.23642321947096828,5.397364276351952
58.2970737,0.1976135449759533,4.9763567079616084
59.0943262,0.15512489173665694,4.703220794046763
59.8894138,0.1006145388782403,4.470247029723901
60.685356399999996,0.06658342092715556,4.299519576339267
61.4816618,0.00955357123401755,4.135332544078475
62.27837409999999,-0.004589268461407374,4.005705361295506
63.075051599999995,0.0273339091260998,3.91617162065029
63.871416499999995,0.07720230846744831,3.835847321466323
64.6690442,0.09900302459964772,3.619654031542007
65.4646466,0.1593726652342517,3.5475349879497697
66.2614258,0.19302111598299151,3.482355397234789
67.0573078,0.2478491608693263,6.566722865840768
67.8535962,0.2883696253102645,11.793930489197075
68.6498848,0.3495223683340758,20.89468204304258
69.4457489,0.3839524342011726,22.894888165405273
70.2252708,0.4414914931122582,30.593280939495163
71.00531889999999,0.4782069933115537,32.775720371231664
71.7832588,0.5323504256321406,40.006268233901324
72.5609455,0.5652994573190615,41.08833664538498
73.3402722,0.595490499524342,38.402057523994756
74.1203405,0.6289146711736073,42.63720614350345
74.89923689999999,0.6613917025088552,47.004590186461456
75.6802029,0.6822029372786506,44.52386262737305
76.45921489999999,0.7240060048767744,50.96853198596254
77.239491,0.7553029281859244,54.00016648344679
78.0191935,0.7939707153026394,54.33908185700393
78.80044629999999,0.8338857339423464,64.35441947486365
79.5801997,0.867368126052493,68.17836719377617
80.3591696,0.9121658023122592,94.13085070398714
81.1382449,0.949401334549267,107.79567988668556
81.9171971,0.9587484725402348,105.503324383747
82.69719669999999,0.9188022528299122,84.28062238383156
83.47723069999999,0.8697468812292081,71.56903513593505
84.2581944,0.8152869876063337,64.97877732442602
85.03810899999999,0.7590536577601185,55.58216354488182
85.8169632,0.6802931053944855,48.76808327343453
86.5973959,0.6156705575195889,42.31179971248573
87.37704,0.5442322526217012,33.645559384381215
88.1562534,0.46649677538111506,29.26533761785971
88.95352009999999,0.38335793188129025,23.570982728003045
89.7491889,0.2951823735810558,16.6605402519978
90.5445828,0.22640201479835662,11.287659612701368
